id	word	lemma	pos	bigrams	entailment	
d	c	c	c	c	d
393	0.5	0.4	0.4	0.678571428571	NO
396	0.6	0.666666666667	0.666666666667	0.795918367347	NO
397	1.0	1.0	1.0	0.9375	YES
401	0.4	0.5	0.5	0.710526315789	NO
405	0.4	0.666666666667	0.5	0.833333333333	YES
406	1.0	1.0	1.0	0.976744186047	NO
407	0.857142857143	0.777777777778	0.777777777778	0.975	NO
412	0.777777777778	0.7	0.6	0.854838709677	NO
413	1.0	1.0	1.0	0.939393939394	NO
417	0.555555555556	0.8	0.8	0.853658536585	NO
419	1.0	0.916666666667	0.916666666667	1.0	YES
421	0.357142857143	0.4375	0.4375	0.77380952381	NO
436	0.666666666667	0.571428571429	0.571428571429	0.685714285714	YES
440	0.857142857143	0.75	0.75	0.925	YES
443	0.6	0.714285714286	0.714285714286	0.921052631579	YES
450	0.6	0.833333333333	0.833333333333	0.851851851852	YES
453	0.8	0.833333333333	0.833333333333	0.928571428571	YES
455	0.272727272727	0.416666666667	0.333333333333	0.734375	NO
457	0.375	0.444444444444	0.444444444444	0.702127659574	NO
459	0.714285714286	0.444444444444	0.444444444444	0.846153846154	NO
460	0.8	0.833333333333	0.666666666667	0.942857142857	NO
463	0.8	0.727272727273	0.727272727273	0.954545454545	YES
468	0.6	1.0	1.0	0.933333333333	NO
469	1.0	1.0	1.0	0.983606557377	YES
472	1.0	1.0	1.0	0.967741935484	YES
473	0.875	0.8	0.7	0.897959183673	YES
475	0.555555555556	0.818181818182	0.818181818182	0.844444444444	YES
478	0.6	0.833333333333	0.833333333333	0.939393939394	NO
480	0.857142857143	1.0	1.0	0.925	NO
482	0.5	0.777777777778	0.666666666667	0.916666666667	NO
483	0.444444444444	0.444444444444	0.333333333333	0.604651162791	NO
490	0.727272727273	0.833333333333	0.833333333333	0.879310344828	YES
496	1.0	1.0	1.0	0.973684210526	YES
511	0.5	0.4	0.4	0.466666666667	NO
518	0.111111111111	0.4	0.3	0.777777777778	NO
521	1.0	1.0	1.0	0.96	NO
524	0.8	0.818181818182	0.818181818182	0.925373134328	NO
526	0.5	0.6	0.6	0.88	NO
530	0.5	0.555555555556	0.555555555556	0.702127659574	NO
532	0.75	0.777777777778	0.777777777778	0.787234042553	NO
538	0.8	0.833333333333	0.833333333333	0.958333333333	NO
545	0.7	0.727272727273	0.727272727273	0.766666666667	NO
550	0.6	0.833333333333	0.666666666667	0.742857142857	YES
553	1.0	0.857142857143	0.714285714286	0.942857142857	YES
558	0.857142857143	0.875	0.875	0.958333333333	YES
559	1.0	1.0	1.0	0.974358974359	YES
561	0.333333333333	0.666666666667	0.666666666667	0.816326530612	NO
566	0.857142857143	0.875	0.875	0.860465116279	YES
568	1.0	1.0	1.0	0.929824561404	YES
575	1.0	1.0	1.0	0.971428571429	YES
576	0.8	0.909090909091	0.909090909091	0.915254237288	NO
578	0.833333333333	0.75	0.7	0.883720930233	YES
582	0.888888888889	0.818181818182	0.727272727273	1.0	YES
596	0.857142857143	0.875	0.875	0.94	NO
597	0.9	0.909090909091	0.909090909091	0.895833333333	YES
600	0.714285714286	1.0	0.8	0.923076923077	NO
605	0.8	0.333333333333	0.166666666667	0.807692307692	YES
611	0.6	0.666666666667	0.666666666667	0.740740740741	YES
617	0.888888888889	0.9	0.9	0.901960784314	YES
619	1.0	0.625	0.5	0.93023255814	YES
621	0.6	0.461538461538	0.461538461538	0.785714285714	NO
622	0.666666666667	0.714285714286	0.714285714286	0.90625	YES
623	0.857142857143	0.875	0.75	0.914285714286	NO
632	1.0	1.0	1.0	0.972972972973	YES
633	0.5	0.75	0.75	0.6875	YES
635	1.0	1.0	1.0	0.969696969697	NO
637	0.5	0.75	0.75	0.944444444444	YES
638	0.75	1.0	1.0	0.967741935484	YES
642	0.666666666667	0.8	0.8	0.894736842105	NO
647	0.636363636364	0.666666666667	0.666666666667	0.761904761905	YES
648	0.5	0.571428571429	0.428571428571	0.857142857143	YES
649	0.6	0.857142857143	0.857142857143	0.864864864865	YES
652	0.75	0.8	0.8	0.909090909091	NO
654	1.0	1.0	1.0	0.948717948718	YES
658	0.727272727273	0.583333333333	0.583333333333	0.796875	NO
659	0.666666666667	0.8	0.8	0.818181818182	NO
661	0.333333333333	0.428571428571	0.285714285714	0.833333333333	NO
662	0.5	0.428571428571	0.428571428571	0.838709677419	NO
665	0.833333333333	0.875	0.875	0.875	YES
669	0.857142857143	0.875	0.875	0.948717948718	YES
673	0.642857142857	0.647058823529	0.647058823529	0.6	YES
675	0.625	0.555555555556	0.555555555556	0.8	NO
676	0.75	0.777777777778	0.555555555556	0.769230769231	YES
677	0.545454545455	0.583333333333	0.583333333333	0.805970149254	NO
683	0.636363636364	0.583333333333	0.5	0.790322580645	YES
685	1.0	1.0	0.857142857143	0.945945945946	YES
686	0.7	0.727272727273	0.636363636364	0.913793103448	NO
687	0.846153846154	0.733333333333	0.666666666667	0.84375	YES
691	1.0	1.0	0.888888888889	0.94	NO
703	0.666666666667	0.777777777778	0.777777777778	0.93023255814	YES
706	0.555555555556	0.6	0.6	0.788461538462	NO
709	0.571428571429	0.733333333333	0.666666666667	0.78125	NO
715	1.0	1.0	1.0	0.962264150943	YES
718	0.727272727273	0.666666666667	0.666666666667	0.901639344262	NO
721	0.5	0.333333333333	0.222222222222	0.777777777778	YES
722	0.6	0.666666666667	0.666666666667	0.84375	NO
740	0.4	0.833333333333	0.833333333333	0.838709677419	YES
743	0.4	0.666666666667	0.666666666667	0.972972972973	NO
744	1.0	0.916666666667	0.916666666667	0.981132075472	YES
751	0.769230769231	0.785714285714	0.714285714286	0.842105263158	YES
752	0.571428571429	0.625	0.625	0.78125	YES
761	0.857142857143	1.0	1.0	0.909090909091	NO
765	0.714285714286	0.75	0.75	0.727272727273	NO
775	0.4	0.333333333333	0.333333333333	0.903225806452	YES
788	0.857142857143	0.666666666667	0.666666666667	0.916666666667	NO
790	0.5	0.6	0.4	0.809523809524	YES
797	0.714285714286	0.75	0.75	0.925	YES
2	0.666666666667	0.8	0.8	0.907692307692	YES
5	0.5	0.538461538462	0.538461538462	0.803571428571	YES
9	0.9	0.909090909091	0.909090909091	0.983333333333	YES
21	0.538461538462	0.533333333333	0.533333333333	0.703703703704	YES
22	0.636363636364	0.615384615385	0.615384615385	0.794871794872	NO
26	0.722222222222	0.7	0.7	0.782178217822	YES
28	0.777777777778	0.75	0.75	0.886363636364	YES
29	0.4	0.5	0.4375	0.655913978495	NO
37	0.75	0.714285714286	0.642857142857	0.913580246914	NO
39	0.533333333333	0.5625	0.5625	0.782608695652	NO
55	0.666666666667	0.714285714286	0.714285714286	0.905405405405	NO
57	0.375	0.366666666667	0.366666666667	0.712418300654	NO
64	0.857142857143	1.0	1.0	0.942857142857	YES
69	0.266666666667	0.30303030303	0.30303030303	0.677248677249	NO
73	0.625	0.764705882353	0.705882352941	0.788888888889	YES
74	0.166666666667	0.285714285714	0.285714285714	0.516129032258	NO
77	0.625	0.777777777778	0.777777777778	0.809523809524	YES
81	0.777777777778	0.8	0.75	0.931623931624	YES
82	0.346153846154	0.451612903226	0.451612903226	0.602836879433	NO
83	0.538461538462	0.5	0.5	0.666666666667	NO
86	0.55	0.52380952381	0.428571428571	0.820754716981	YES
88	0.875	0.888888888889	0.777777777778	0.895833333333	YES
89	0.545454545455	0.625	0.625	0.84	NO
92	0.636363636364	0.714285714286	0.714285714286	0.911764705882	YES
109	0.823529411765	0.826086956522	0.826086956522	0.9453125	YES
112	1.0	1.0	1.0	0.941176470588	YES
113	0.470588235294	0.45	0.4	0.768518518519	NO
118	0.818181818182	0.785714285714	0.642857142857	0.911764705882	YES
124	0.555555555556	0.652173913043	0.652173913043	0.788461538462	YES
126	0.5	0.666666666667	0.666666666667	0.8	NO
128	0.653846153846	0.628571428571	0.628571428571	0.805882352941	NO
131	0.392857142857	0.454545454545	0.363636363636	0.636942675159	NO
133	0.533333333333	0.526315789474	0.526315789474	0.809917355372	NO
139	0.692307692308	0.8	0.8	0.788732394366	NO
143	0.9	0.909090909091	0.909090909091	0.973333333333	YES
154	0.428571428571	0.6	0.533333333333	0.777777777778	YES
156	0.666666666667	0.75	0.75	0.722222222222	NO
159	0.428571428571	0.5	0.5	0.692307692308	NO
160	0.4375	0.5	0.441176470588	0.733695652174	NO
165	0.636363636364	0.692307692308	0.692307692308	0.814285714286	YES
168	0.473684210526	0.590909090909	0.545454545455	0.63829787234	NO
170	0.818181818182	0.857142857143	0.857142857143	0.893939393939	YES
177	0.625	0.777777777778	0.666666666667	0.911111111111	YES
180	0.478260869565	0.307692307692	0.269230769231	0.689873417722	NO
188	0.333333333333	0.4	0.4	0.645390070922	NO
189	0.333333333333	0.413793103448	0.413793103448	0.6375	NO
195	0.321428571429	0.34375	0.34375	0.686746987952	NO
199	0.833333333333	0.933333333333	0.866666666667	0.955882352941	YES
201	0.818181818182	0.851851851852	0.851851851852	0.94776119403	YES
204	0.55	0.590909090909	0.545454545455	0.755905511811	NO
211	0.625	0.666666666667	0.444444444444	0.695652173913	NO
217	1.0	1.0	1.0	0.980769230769	YES
224	0.888888888889	0.9	0.9	0.923076923077	YES
233	0.619047619048	0.583333333333	0.541666666667	0.77868852459	NO
241	0.461538461538	0.428571428571	0.357142857143	0.736842105263	NO
242	0.37037037037	0.40625	0.375	0.666666666667	NO
252	0.833333333333	0.733333333333	0.733333333333	0.842857142857	YES
253	0.357142857143	0.421052631579	0.421052631579	0.641304347826	NO
256	0.473684210526	0.52380952381	0.52380952381	0.742574257426	NO
257	0.5	0.75	0.75	0.891891891892	NO
261	0.421052631579	0.521739130435	0.521739130435	0.647058823529	NO
265	0.6	0.592592592593	0.407407407407	0.766666666667	NO
267	0.9	1.0	1.0	0.957142857143	YES
269	0.266666666667	0.315789473684	0.315789473684	0.60824742268	NO
278	0.454545454545	0.5	0.416666666667	0.676923076923	NO
279	0.733333333333	0.6875	0.625	0.875	YES
280	0.714285714286	0.666666666667	0.666666666667	0.863636363636	YES
281	0.833333333333	0.857142857143	0.857142857143	0.975609756098	YES
286	0.304347826087	0.37037037037	0.333333333333	0.589147286822	NO
292	0.5	0.409090909091	0.363636363636	0.752066115702	NO
295	0.8125	0.833333333333	0.833333333333	0.868131868132	YES
296	0.666666666667	0.75	0.6875	0.716216216216	NO
306	0.416666666667	0.5	0.5	0.65	NO
309	0.8	0.818181818182	0.818181818182	0.929824561404	YES
316	0.333333333333	0.444444444444	0.37037037037	0.666666666667	NO
317	0.666666666667	0.692307692308	0.692307692308	0.920634920635	NO
319	0.4375	0.470588235294	0.411764705882	0.719101123596	YES
320	0.44	0.51724137931	0.51724137931	0.737179487179	NO
323	0.727272727273	0.75	0.75	0.855263157895	NO
326	0.166666666667	0.357142857143	0.357142857143	0.61038961039	NO
330	0.684210526316	0.772727272727	0.772727272727	0.824074074074	NO
337	0.739130434783	0.833333333333	0.833333333333	0.923076923077	YES
339	0.352941176471	0.333333333333	0.222222222222	0.584905660377	NO
340	0.692307692308	0.785714285714	0.785714285714	0.849315068493	YES
341	0.909090909091	0.857142857143	0.785714285714	0.932432432432	YES
347	0.529411764706	0.578947368421	0.526315789474	0.863247863248	YES
348	0.15	0.217391304348	0.217391304348	0.585714285714	NO
356	0.555555555556	0.727272727273	0.636363636364	0.777777777778	YES
357	0.714285714286	0.75	0.625	0.897435897436	YES
359	0.916666666667	0.923076923077	0.923076923077	0.921052631579	YES
366	0.5	0.533333333333	0.533333333333	0.705128205128	YES
368	0.354838709677	0.424242424242	0.424242424242	0.701754385965	NO
373	0.833333333333	0.571428571429	0.428571428571	0.818181818182	NO
374	0.555555555556	0.6	0.6	0.777777777778	YES
376	0.666666666667	0.538461538462	0.461538461538	0.855263157895	YES
377	0.25	0.428571428571	0.357142857143	0.653846153846	NO
379	0.75	0.866666666667	0.866666666667	0.942028985507	YES
382	0.833333333333	0.846153846154	0.846153846154	0.894736842105	YES
394	0.444444444444	0.545454545455	0.545454545455	0.719298245614	YES
398	0.75	0.692307692308	0.692307692308	0.84375	YES
400	0.583333333333	0.5625	0.46875	0.706293706294	NO
420	0.571428571429	0.75	0.5	0.75	YES
424	0.3	0.3125	0.25	0.746268656716	NO
426	0.285714285714	0.375	0.375	0.627450980392	NO
432	0.714285714286	0.823529411765	0.764705882353	0.733333333333	NO
437	0.636363636364	0.692307692308	0.692307692308	0.72	NO
442	0.714285714286	0.666666666667	0.666666666667	0.760869565217	YES
444	0.909090909091	0.833333333333	0.833333333333	0.965517241379	YES
445	0.928571428571	0.933333333333	0.8	0.958333333333	YES
446	0.421052631579	0.45	0.35	0.711711711712	NO
447	0.565217391304	0.653846153846	0.615384615385	0.794520547945	NO
448	0.375	0.444444444444	0.444444444444	0.714285714286	NO
449	0.444444444444	0.583333333333	0.583333333333	0.820895522388	YES
452	0.647058823529	0.809523809524	0.761904761905	0.912621359223	YES
456	0.733333333333	0.75	0.75	0.860759493671	NO
458	0.625	0.666666666667	0.555555555556	0.666666666667	YES
470	0.3125	0.333333333333	0.333333333333	0.558823529412	NO
474	0.25	0.37037037037	0.259259259259	0.618705035971	NO
476	0.4	0.272727272727	0.272727272727	0.725806451613	YES
479	0.578947368421	0.636363636364	0.636363636364	0.838709677419	YES
486	0.75	1.0	1.0	0.934782608696	YES
494	0.818181818182	0.846153846154	0.769230769231	0.935064935065	YES
495	0.666666666667	0.714285714286	0.642857142857	0.8	YES
501	0.318181818182	0.411764705882	0.411764705882	0.527777777778	NO
502	0.8	0.785714285714	0.785714285714	0.924242424242	YES
507	1.0	1.0	0.952380952381	0.992307692308	YES
509	0.636363636364	0.5	0.5	0.641509433962	NO
510	0.35	0.304347826087	0.304347826087	0.685714285714	NO
519	0.923076923077	0.947368421053	0.947368421053	0.931034482759	YES
522	0.666666666667	0.7	0.7	0.851063829787	YES
527	0.5	0.5	0.458333333333	0.769230769231	NO
529	0.583333333333	0.571428571429	0.571428571429	0.831460674157	YES
531	0.166666666667	0.357142857143	0.357142857143	0.61038961039	NO
533	1.0	1.0	1.0	0.954545454545	YES
540	0.111111111111	0.35	0.2	0.65811965812	NO
543	0.705882352941	0.722222222222	0.722222222222	0.814432989691	YES
544	0.451612903226	0.470588235294	0.411764705882	0.75	NO
552	0.733333333333	0.6875	0.6875	0.873684210526	YES
560	0.875	1.0	1.0	0.944444444444	YES
565	0.4	0.409090909091	0.363636363636	0.66935483871	NO
574	0.428571428571	0.548387096774	0.451612903226	0.68345323741	NO
577	0.347826086957	0.384615384615	0.346153846154	0.636904761905	NO
579	0.545454545455	0.551724137931	0.48275862069	0.697183098592	NO
586	0.387096774194	0.486486486486	0.459459459459	0.632530120482	NO
595	0.6	0.666666666667	0.533333333333	0.779411764706	NO
602	0.347826086957	0.375	0.375	0.632352941176	NO
606	0.6	0.545454545455	0.545454545455	0.85	YES
608	0.52	0.586206896552	0.586206896552	0.75	NO
609	0.608695652174	0.75	0.708333333333	0.775	YES
610	0.5	0.666666666667	0.666666666667	0.760869565217	NO
612	1.0	0.9	0.8	0.978723404255	YES
615	0.666666666667	0.692307692308	0.692307692308	0.859154929577	YES
616	0.666666666667	0.75	0.625	0.869565217391	YES
629	0.6	0.647058823529	0.647058823529	0.815217391304	YES
631	0.444444444444	0.4375	0.4375	0.693641618497	NO
634	0.222222222222	0.391304347826	0.391304347826	0.648854961832	NO
643	0.705882352941	0.722222222222	0.611111111111	0.851851851852	YES
644	0.4	0.230769230769	0.230769230769	0.655737704918	NO
645	1.0	1.0	1.0	0.958333333333	YES
650	0.461538461538	0.5	0.5	0.760869565217	NO
664	0.6	0.75	0.666666666667	0.863636363636	YES
666	0.454545454545	0.5	0.5	0.647887323944	YES
667	0.35	0.380952380952	0.380952380952	0.690265486726	NO
672	0.5	0.461538461538	0.384615384615	0.714285714286	YES
674	0.705882352941	0.789473684211	0.789473684211	0.870967741935	YES
681	0.666666666667	0.769230769231	0.692307692308	0.828125	YES
682	0.576923076923	0.484848484848	0.454545454545	0.845588235294	NO
688	0.6	0.695652173913	0.652173913043	0.856	YES
689	0.5	0.529411764706	0.470588235294	0.752941176471	YES
694	0.25	0.37037037037	0.259259259259	0.617021276596	NO
696	0.333333333333	0.375	0.375	0.811111111111	NO
698	0.25	0.347826086957	0.347826086957	0.65	NO
699	0.714285714286	0.75	0.75	0.809523809524	YES
704	0.785714285714	0.823529411765	0.764705882353	0.826086956522	YES
714	0.909090909091	0.916666666667	0.833333333333	0.967741935484	YES
720	0.461538461538	0.533333333333	0.533333333333	0.776595744681	YES
730	0.611111111111	0.6	0.6	0.763636363636	YES
733	0.434782608696	0.576923076923	0.538461538462	0.778571428571	NO
738	0.7	0.636363636364	0.636363636364	0.784615384615	YES
741	0.611111111111	0.631578947368	0.631578947368	0.805555555556	NO
747	0.333333333333	0.375	0.375	0.700934579439	NO
749	0.647058823529	0.666666666667	0.666666666667	0.879120879121	YES
758	0.222222222222	0.21875	0.21875	0.540540540541	NO
760	0.555555555556	0.555555555556	0.5	0.747826086957	YES
766	0.714285714286	0.666666666667	0.6	0.797101449275	YES
768	0.545454545455	0.615384615385	0.538461538462	0.820895522388	YES
769	0.318181818182	0.333333333333	0.291666666667	0.693548387097	NO
770	0.95	0.833333333333	0.791666666667	0.991666666667	YES
771	0.529411764706	0.611111111111	0.555555555556	0.83	NO
772	0.357142857143	0.4	0.4	0.645161290323	NO
774	0.777777777778	0.9	0.9	0.96	YES
782	0.379310344828	0.529411764706	0.529411764706	0.737373737374	NO
783	1.0	1.0	1.0	0.978260869565	YES
784	0.545454545455	0.583333333333	0.5	0.777777777778	YES
787	0.296296296296	0.285714285714	0.285714285714	0.767741935484	NO
789	0.181818181818	0.25	0.25	0.893939393939	NO
794	0.636363636364	0.666666666667	0.583333333333	0.824561403509	YES
798	0.166666666667	0.263157894737	0.263157894737	0.657407407407	NO
799	0.538461538462	0.571428571429	0.5	0.791044776119	YES
800	0.357142857143	0.4	0.4	0.76	NO
